Entry	Gene ontology (biological process)
Q5U3I2	central nervous system development [GO:0007417]; developmental process [GO:0032502]; midbrain-hindbrain boundary structural organization [GO:0021552]; protein transport [GO:0015031]; somite development [GO:0061053]
Q6AXL4	regulation of axon extension involved in axon guidance [GO:0048841]
P50541	
Q6P3L0	brain development [GO:0007420]; eye development [GO:0001654]; neuron projection regeneration [GO:0031102]; regulation of signaling [GO:0023051]
E7F0Z8	motor neuron axon guidance [GO:0008045]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of Wnt signaling pathway [GO:0030178]; protein depalmitoleylation [GO:1990697]
Q6DRN3	muscle organ development [GO:0007517]; regulation of lipid metabolic process [GO:0019216]
Q7ZV00	protein deubiquitination [GO:0016579]
Q7SXZ1	GPI anchor biosynthetic process [GO:0006506]
P31367	atrioventricular canal morphogenesis [GO:1905222]; cell differentiation [GO:0030154]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q804W2	
Q6DGN0	signal transduction [GO:0007165]
Q6KFX9	brain segmentation [GO:0035284]; cell differentiation [GO:0030154]; fourth ventricle development [GO:0021592]; hindbrain development [GO:0030902]; Notch signaling pathway [GO:0007219]; protein O-linked fucosylation [GO:0036066]; regulation of Notch signaling pathway [GO:0008593]; rhombomere boundary formation [GO:0021654]
Q7ZVM9	DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; resolution of meiotic recombination intermediates [GO:0000712]
B0UYH6	dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; snRNA transcription [GO:0009301]
Q7ZUG0	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]
A3KQQ9	protein localization to secretory granule [GO:0033366]
Q6DEL1	amino acid transmembrane transport [GO:0003333]; sodium ion transport [GO:0006814]
P0CAT2	erythrocyte differentiation [GO:0030218]; glycine import into mitochondrion [GO:1904983]; hemoglobin biosynthetic process [GO:0042541]; hemoglobin metabolic process [GO:0020027]
Q1LVN8	
Q7ZVR6	regulation of transcription by RNA polymerase II [GO:0006357]
Q5XJ85	activation of innate immune response [GO:0002218]; defense response to bacterium [GO:0042742]; defense response to Gram-positive bacterium [GO:0050830]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; monocyte activation [GO:0042117]; MyD88-dependent toll-like receptor signaling pathway [GO:0002755]; neutrophil activation involved in immune response [GO:0002283]; neutrophil chemotaxis [GO:0030593]; positive regulation of hematopoietic progenitor cell differentiation [GO:1901534]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; regulation of hematopoietic progenitor cell differentiation [GO:1901532]; response to molecule of bacterial origin [GO:0002237]; Toll signaling pathway [GO:0008063]
Q6NYD7	
A0A0R4IP11	sensory perception of smell [GO:0007608]
Q8JHF0	amyloid-beta formation [GO:0034205]; amyloid precursor protein metabolic process [GO:0042982]; developmental pigmentation [GO:0048066]; melanocyte migration [GO:0097324]; negative regulation of apoptotic process [GO:0043066]; negative regulation of neuron apoptotic process [GO:0043524]; Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]
Q92047	
Q5U3A8	
A5D6R3	inositol trisphosphate biosynthetic process [GO:0032959]; lipid catabolic process [GO:0016042]; phosphatidylinositol-mediated signaling [GO:0048015]; release of sequestered calcium ion into cytosol [GO:0051209]
Q2EI20	branchiomotor neuron axon guidance [GO:0021785]; facial nerve morphogenesis [GO:0021610]; facial nucleus development [GO:0021754]; locomotory behavior [GO:0007626]; motor neuron migration [GO:0097475]; negative regulation of gene expression [GO:0010629]; negative regulation of neuron maturation [GO:0014043]; negative regulation of smoothened signaling pathway [GO:0045879]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron maturation [GO:0042551]; neuron migration [GO:0001764]; positive regulation of neuron differentiation [GO:0045666]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of osteoblast differentiation [GO:0045667]; regulation of transcription, DNA-templated [GO:0006355]; response to hypoxia [GO:0001666]; smoothened signaling pathway involved in dorsal/ventral neural tube patterning [GO:0060831]
Q66IF1	embryonic retina morphogenesis in camera-type eye [GO:0060059]; endoplasmic reticulum tubular network organization [GO:0071786]; retina layer formation [GO:0010842]
Q5EAP5	cilium assembly [GO:0060271]; determination of left/right symmetry [GO:0007368]; Kupffer's vesicle development [GO:0070121]; regulation of transcription by RNA polymerase II [GO:0006357]
A4IGC3	epithelial cell morphogenesis [GO:0003382]; protein transport from ciliary membrane to plasma membrane [GO:1903445]
Q5XIZ9	hemopoiesis [GO:0030097]; positive regulation of cell population proliferation [GO:0008284]
Q58EL7	cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic cell cycle [GO:0000278]; regulation of microtubule polymerization or depolymerization [GO:0031110]
Q8UVK2	chromatin maintenance [GO:0070827]; embryonic heart tube development [GO:0035050]; heart development [GO:0007507]; mRNA transcription by RNA polymerase II [GO:0042789]; negative regulation of histone H3-K27 methylation [GO:0061086]; nucleosome organization [GO:0034728]; otic vesicle development [GO:0071599]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; regulation of mRNA processing [GO:0050684]; somitogenesis [GO:0001756]; transcription elongation from RNA polymerase II promoter [GO:0006368]
Q7SZR5	cellular response to cadmium ion [GO:0071276]; cellular response to heat [GO:0034605]; chordate embryonic development [GO:0043009]; definitive hemopoiesis [GO:0060216]; protein sumoylation [GO:0016925]
Q9W740	cartilage development [GO:0051216]; dorsal/ventral pattern formation [GO:0009953]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell differentiation [GO:0045596]; osteoblast differentiation [GO:0001649]
Q5U3A7	apoptotic process [GO:0006915]; chordate embryonic development [GO:0043009]; GTP metabolic process [GO:0046039]; membrane fusion [GO:0061025]; membrane tubulation [GO:0097749]; mitochondrial fission [GO:0000266]; mitochondrial fusion [GO:0008053]; mitochondrion morphogenesis [GO:0070584]; organelle fission [GO:0048285]; ventricular cardiac muscle cell development [GO:0055015]
Q6NWL1	angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; blood vessel development [GO:0001568]; blood vessel morphogenesis [GO:0048514]; chordate embryonic development [GO:0043009]; heart development [GO:0007507]; heart morphogenesis [GO:0003007]; vasculature development [GO:0001944]
Q6P3H4	NAD biosynthetic process [GO:0009435]; NAD salvage [GO:0034355]; response to oxidative stress [GO:0006979]
Q6TEL1	apoptotic process [GO:0006915]; atrioventricular valve morphogenesis [GO:0003181]; blood circulation [GO:0008015]; cell division [GO:0051301]; double-strand break repair [GO:0006302]; embryonic viscerocranium morphogenesis [GO:0048703]; enteric nervous system development [GO:0048484]; heart development [GO:0007507]; heart looping [GO:0001947]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid cohesion [GO:0007064]; pharyngeal system development [GO:0060037]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; regulation of transcription by RNA polymerase II [GO:0006357]; sister chromatid cohesion [GO:0007062]; ventriculo bulbo valve morphogenesis [GO:0003187]
Q503P5	
Q90ZY4	peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]
Q803F6	cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]
Q7T2D0	activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]
A3KP74	mitochondrial electron transport, succinate to ubiquinone [GO:0006121]; mitochondrial respiratory chain complex II assembly [GO:0034553]; protein-FAD linkage [GO:0018293]; tricarboxylic acid cycle [GO:0006099]
Q502K9	
B0R061	ATP-dependent chromatin remodeling [GO:0043044]; DNA double-strand break processing [GO:0000729]
Q803T2	cortical actin cytoskeleton organization [GO:0030866]; heart contraction [GO:0060047]; regulation of cell morphogenesis [GO:0022604]
Q502L1	autophagy of peroxisome [GO:0030242]
Q9MIY5	ATP synthesis coupled proton transport [GO:0015986]
O42367	multicellular organism development [GO:0007275]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q9YGT4	anterior/posterior pattern specification [GO:0009952]
Q6PHG2	cellular iron ion homeostasis [GO:0006879]; cellular response to estrogen stimulus [GO:0071391]; heme metabolic process [GO:0042168]
A9JTG5	embryonic cranial skeleton morphogenesis [GO:0048701]; otic vesicle morphogenesis [GO:0071600]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein linear polyubiquitination [GO:0097039]
E7F555	cilium assembly [GO:0060271]; intraciliary retrograde transport [GO:0035721]
Q5RHB5	mitotic spindle organization [GO:0007052]; mRNA transport [GO:0051028]; positive regulation of chromosome segregation [GO:0051984]; pronuclear fusion [GO:0007344]; pronuclear migration [GO:0035046]
Q58EJ9	nitrate metabolic process [GO:0042126]; oxidation-reduction process [GO:0055114]
Q7T3H7	regulation of transcription by RNA polymerase II [GO:0006357]; termination of RNA polymerase II transcription [GO:0006369]
F1QDI9	cellular response to DNA damage stimulus [GO:0006974]; DNA replication initiation [GO:0006270]; double-strand break repair via homologous recombination [GO:0000724]
Q1LWL8	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q566V3	rRNA processing [GO:0006364]
Q503J2	tRNA wobble position uridine thiolation [GO:0002143]
P0C8M4	multicellular organism development [GO:0007275]; positive regulation of megakaryocyte differentiation [GO:0045654]
A9JTH1	
Q7SXI6	cell migration [GO:0016477]; centrosome localization [GO:0051642]; chromosome segregation [GO:0007059]; establishment of chromosome localization [GO:0051303]; establishment of mitotic spindle orientation [GO:0000132]; microtubule nucleation [GO:0007020]; mitotic centrosome separation [GO:0007100]; neurofilament cytoskeleton organization [GO:0060052]; regulation of microtubule motor activity [GO:2000574]; regulation of neuron projection development [GO:0010975]; vesicle transport along microtubule [GO:0047496]
Q9PSJ0	positive regulation of transcription by RNA polymerase II [GO:0045944]
Q8JIU7	definitive hemopoiesis [GO:0060216]; myofibril assembly [GO:0030239]; protein targeting to membrane [GO:0006612]
F1QG30	glycosphingolipid metabolic process [GO:0006687]; sphingomyelin metabolic process [GO:0006684]
Q8AYN0	cellular response to light stimulus [GO:0071482]; G protein-coupled receptor signaling pathway [GO:0007186]; phototransduction [GO:0007602]; protein-chromophore linkage [GO:0018298]; visual perception [GO:0007601]
Q5XJQ7	angioblast cell differentiation [GO:0035779]; glomerular visceral epithelial cell differentiation [GO:0072112]; intermediate mesoderm development [GO:0048389]; kidney development [GO:0001822]; mesendoderm development [GO:0048382]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pectoral fin development [GO:0033339]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pronephric distal tubule development [GO:0035777]; pronephric glomerulus morphogenesis [GO:0035775]; pronephric nephron tubule epithelial cell differentiation [GO:0035778]; pronephric proximal tubule development [GO:0035776]; pronephros development [GO:0048793]; regulation of endodermal cell differentiation [GO:1903224]; regulation of nodal signaling pathway [GO:1900107]; urogenital system development [GO:0001655]
Q08BN9	
Q7ZV90	DNA duplex unwinding [GO:0032508]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; mitochondrial genome maintenance [GO:0000002]; telomere maintenance [GO:0000723]
Q90474	cellular response to heat [GO:0034605]; leukocyte migration [GO:0050900]; muscle organ development [GO:0007517]; myofibril assembly [GO:0030239]; positive regulation of nitric oxide biosynthetic process [GO:0045429]; protein folding [GO:0006457]; protein stabilization [GO:0050821]; response to metal ion [GO:0010038]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; skeletal myofibril assembly [GO:0014866]; striated muscle myosin thick filament assembly [GO:0071688]
Q1LWL6	
Q8AWZ0	cell population proliferation [GO:0008283]; posterior lateral line neuromast primordium migration [GO:0048920]
Q68EH7	embryonic pectoral fin morphogenesis [GO:0035118]; endocrine pancreas development [GO:0031018]; exocrine pancreas development [GO:0031017]
B3F211	multicellular organism development [GO:0007275]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of developmental growth [GO:0048640]; negative regulation of DNA replication [GO:0008156]; regulation of insulin-like growth factor receptor signaling pathway [GO:0043567]
Q04896	axonogenesis involved in innervation [GO:0060385]; neuron differentiation [GO:0030182]; regulation of transcription by RNA polymerase II [GO:0006357]
Q1LUC3	bone morphogenesis [GO:0060349]; cell cycle [GO:0007049]; heart development [GO:0007507]; histone acetylation [GO:0016573]; internal peptidyl-lysine acetylation [GO:0018393]; limb development [GO:0060173]; negative regulation of centriole replication [GO:0046600]; negative regulation of rRNA processing [GO:2000233]; protein acetylation [GO:0006473]; regulation of bone development [GO:1903010]; regulation of cartilage development [GO:0061035]; regulation of transcription, DNA-templated [GO:0006355]; rhythmic process [GO:0048511]
