Entry	Gene ontology (biological process)
Q9SAJ3	cristae formation [GO:0042407]; embryo development ending in seed dormancy [GO:0009793]; mitochondrial fusion [GO:0008053]; mitochondrial protein processing [GO:0034982]; protein-containing complex assembly [GO:0065003]; protein import into chloroplast stroma [GO:0045037]
Q8GWK5	gibberellic acid mediated signaling pathway [GO:0009740]
Q9SX52	
Q8LEA2	gibberellin biosynthetic process [GO:0009686]; gibberellin catabolic process [GO:0045487]; response to light stimulus [GO:0009416]
Q9FH57	cell differentiation [GO:0030154]; positive regulation of transcription, DNA-templated [GO:0045893]
Q9LY82	carbohydrate metabolic process [GO:0005975]
Q9FN15	response to iron ion starvation [GO:1990641]
Q9M8X5	
Q949M9	posttranslational protein targeting to endoplasmic reticulum membrane [GO:0006620]; protein insertion into ER membrane [GO:0045048]; root hair elongation [GO:0048767]
Q9FMD9	glutamine biosynthetic process [GO:0006542]; nitrate assimilation [GO:0042128]
Q3EAV6	amino acid transport [GO:0006865]; regulation of amino acid export [GO:0080143]
Q8L870	cGMP biosynthetic process [GO:0006182]
Q9SVM4	cellular response to tetrahydrofolate [GO:1904482]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process from serine [GO:0019264]; glycine metabolic process [GO:0006544]; L-serine catabolic process [GO:0006565]; one-carbon metabolic process [GO:0006730]; polar nucleus fusion [GO:0010197]; pollen development [GO:0009555]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]
Q9SZ11	cell tip growth [GO:0009932]; glycerol metabolic process [GO:0006071]; guard cell morphogenesis [GO:0010442]; lipid metabolic process [GO:0006629]; plant-type cell wall cellulose metabolic process [GO:0052541]; root epidermal cell differentiation [GO:0010053]; root hair cell differentiation [GO:0048765]; trichome differentiation [GO:0010026]
Q24JJ8	defense response to bacterium [GO:0042742]; hydrogen peroxide biosynthetic process [GO:0050665]; innate immune response-activating signal transduction [GO:0002758]; lactate oxidation [GO:0019516]; oxidative photosynthetic carbon pathway [GO:0009854]
Q9SI96	nucleosome assembly [GO:0006334]
Q84TF4	defense response to fungus [GO:0050832]; negative regulation of transcription by RNA polymerase II [GO:0000122]; response to cytokinin [GO:0009735]; response to photooxidative stress [GO:0080183]
Q9FWW9	defense response to fungus [GO:0050832]
O65657	metal ion transport [GO:0030001]
Q9ASP6	cellular response to jasmonic acid stimulus [GO:0071395]; defense response to bacterium [GO:0042742]; defense response to fungus [GO:0050832]; innate immune response [GO:0045087]; mRNA processing [GO:0006397]; multicellular organism development [GO:0007275]; negative regulation of innate immune response [GO:0045824]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cell fate determination [GO:1905933]; regulation of flower development [GO:0009909]; regulation of gene expression [GO:0010468]; regulation of glucosinolate biosynthetic process [GO:0010439]; regulation of histone H3-K27 trimethylation [GO:1902464]; regulation of RNA metabolic process [GO:0051252]; response to bacterium [GO:0009617]
P93047	chromatin assembly or disassembly [GO:0006333]
Q9SCS7	defense response to fungus [GO:0050832]; plant-type hypersensitive response [GO:0009626]; response to fungus [GO:0009620]
P0CW78	detoxification of cadmium ion [GO:0071585]
Q9C9W5	cellular response to light stimulus [GO:0071482]; cellular response to water deprivation [GO:0042631]; oxidative photosynthetic carbon pathway [GO:0009854]
Q8LPS1	fatty acid metabolic process [GO:0006631]; multicellular organism development [GO:0007275]; response to ozone [GO:0010193]
Q9LSQ1	
Q8LG32	
Q9SZD5	defense response [GO:0006952]; defense response to bacterium [GO:0042742]; defense response to oomycetes [GO:0002229]
Q9FZ51	mRNA transcription [GO:0009299]; multicellular organism development [GO:0007275]; post-embryonic plant morphogenesis [GO:0090698]; response to light stimulus [GO:0009416]
Q9LXS1	zinc ion transmembrane transport [GO:0071577]
Q9SAJ7	cadmium ion transmembrane transport [GO:0070574]; cellular cadmium ion homeostasis [GO:0006876]; cellular iron ion homeostasis [GO:0006879]; cellular zinc ion homeostasis [GO:0006882]
Q8GZD4	adenine import across plasma membrane [GO:0098702]; guanine import across plasma membrane [GO:0098710]; hypoxanthine transport [GO:0035344]; uracil import across plasma membrane [GO:0098721]
Q9LJW3	leaf senescence [GO:0010150]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of leaf senescence [GO:1900057]; response to hydrogen peroxide [GO:0042542]; response to wounding [GO:0009611]
Q8LPH6	cell differentiation [GO:0030154]; regulation of stomatal movement [GO:0010119]
Q9FIM4	regulation of transcription, DNA-templated [GO:0006355]
Q66GN3	
Q9SAH8	cadmium ion transmembrane transport [GO:0070574]; iron ion homeostasis [GO:0055072]; iron ion transmembrane transport [GO:0034755]; manganese ion homeostasis [GO:0055071]; manganese ion transmembrane transport [GO:0071421]
Q8GUM5	Notch signaling pathway [GO:0007219]; protein processing [GO:0016485]
Q8LEZ4	karyogamy [GO:0000741]; polar nucleus fusion [GO:0010197]
Q8LPQ1	
Q8VY64	negative regulation of transcription, DNA-templated [GO:0045892]; regulation of timing of transition from vegetative to reproductive phase [GO:0048510]; regulation of transcription, DNA-templated [GO:0006355]
Q9FLI7	iron ion homeostasis [GO:0055072]; leaf senescence [GO:0010150]; reactive oxygen species metabolic process [GO:0072593]
Q9LHI0	oxidation-reduction process [GO:0055114]; response to oxidative stress [GO:0006979]
Q9LUI2	
Q8VYR2	cellular response to ammonium ion [GO:0071242]
Q94B74	response to oxidative stress [GO:0006979]; signal transduction [GO:0007165]
F4J284	poly(A)+ mRNA export from nucleus [GO:0016973]; protein import into nucleus [GO:0006606]
P46010	cellular response to sulfate starvation [GO:0009970]; detoxification of nitrogen compound [GO:0051410]; glucosinolate catabolic process [GO:0019762]; response to cadmium ion [GO:0046686]
Q940M4	nicotinate transport [GO:2001142]; N-methylnicotinate transport [GO:2001143]
Q8LAH7	oxylipin biosynthetic process [GO:0031408]
Q9SI52	phosphatidylinositol phosphorylation [GO:0046854]; protein autophosphorylation [GO:0046777]
Q9FIZ7	glutathione catabolic process [GO:0006751]; glutathione metabolic process [GO:0006749]
Q8GXH3	mitochondrial DNA replication [GO:0006264]; positive regulation of helicase activity [GO:0051096]
Q9FLU7	
Q5PP51	cellular protein-containing complex assembly [GO:0034622]; chloroplast organization [GO:0009658]; embryo development ending in seed dormancy [GO:0009793]; protein insertion into mitochondrial outer membrane [GO:0045040]; regulation of growth [GO:0040008]
Q9ZVY7	embryo development ending in seed dormancy [GO:0009793]; lipid storage [GO:0019915]; response to abscisic acid [GO:0009737]; seed oilbody biogenesis [GO:0010344]
Q9FMW3	fucose metabolic process [GO:0006004]
Q9LVL4	negative regulation of transcription, DNA-templated [GO:0045892]
Q9SFC4	fucose metabolic process [GO:0006004]
Q9LQQ8	defense response [GO:0006952]; protein phosphorylation [GO:0006468]
Q8GYD1	
Q9SRG3	cell redox homeostasis [GO:0045454]; photoinhibition [GO:0010205]; protein folding [GO:0006457]; response to cadmium ion [GO:0046686]; response to endoplasmic reticulum stress [GO:0034976]; response to high light intensity [GO:0009644]
F4KIN4	branched-chain amino acid catabolic process [GO:0009083]; pantothenate biosynthetic process [GO:0015940]
Q9LV04	protein phosphorylation [GO:0006468]; regulation of cell cycle [GO:0051726]
Q84JS1	cell wall organization [GO:0071555]
Q9SRQ3	peroxisome organization [GO:0007031]; protein import into peroxisome membrane [GO:0045046]
Q94AX5	calcium ion transport [GO:0006816]; manganese ion transmembrane transport [GO:0071421]; photosystem II oxygen evolving complex assembly [GO:0010270]
Q6DBP4	cell wall organization [GO:0071555]
Q9ZVZ9	photosystem II assembly [GO:0010207]
Q6R8G5	cellular response to phosphate starvation [GO:0016036]; phosphate ion transport [GO:0006817]
Q8W490	intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein autophosphorylation [GO:0046777]
O65530	protein phosphorylation [GO:0006468]
Q9C821	protein phosphorylation [GO:0006468]
Q06611	response to water deprivation [GO:0009414]
O48709	regulation of establishment of cell polarity [GO:2000114]; root hair cell tip growth [GO:0048768]; root hair elongation [GO:0048767]; root hair initiation [GO:0048766]
Q9SQH6	auxin-activated signaling pathway [GO:0009734]; auxin polar transport [GO:0009926]; basipetal auxin transport [GO:0010540]; negative regulation of ethylene-activated signaling pathway [GO:0010105]; negative regulation of lateral root development [GO:1901332]; root hair elongation [GO:0048767]; transmembrane transport [GO:0055085]
Q9FNP1	fatty acid beta-oxidation [GO:0006635]; peroxisome organization [GO:0007031]; protein import into peroxisome matrix [GO:0016558]
Q9C6B8	auxin-activated signaling pathway [GO:0009734]; auxin polar transport [GO:0009926]; cotyledon development [GO:0048825]; cotyledon morphogenesis [GO:0048826]; embryo development ending in seed dormancy [GO:0009793]; flower development [GO:0009908]; gravitropism [GO:0009630]; inflorescence development [GO:0010229]; leaf formation [GO:0010338]; leaf shaping [GO:0010358]; photomorphogenesis [GO:0009640]; root development [GO:0048364]; shoot system development [GO:0048367]; xylem and phloem pattern formation [GO:0010051]
Q8GXS8	phototropism [GO:0009638]; red, far-red light phototransduction [GO:0009585]
Q940Y5	auxin-activated signaling pathway [GO:0009734]; auxin efflux [GO:0010315]; auxin homeostasis [GO:0010252]; auxin polar transport [GO:0009926]; longitudinal axis specification [GO:0009942]
Q8L5W7	red or far-red light signaling pathway [GO:0010017]
Q9FKG3	fructose 6-phosphate metabolic process [GO:0006002]; glycolytic process [GO:0006096]
Q8GYF4	phosphate ion transport [GO:0006817]
Q9ST43	
P42699	copper ion homeostasis [GO:0055070]; negative regulation of translation [GO:0017148]; response to copper ion [GO:0046688]
P42498	detection of visible light [GO:0009584]; protein-chromophore linkage [GO:0018298]; protein-tetrapyrrole linkage [GO:0017006]; red, far-red light phototransduction [GO:0009585]; regulation of transcription, DNA-templated [GO:0006355]
Q9FK47	
Q9LW32	RNA modification [GO:0009451]
Q0WUU6	glucose import [GO:0046323]
Q9FZ62	protein tetramerization [GO:0051262]
Q9ZVR3	
Q9SS83	RNA modification [GO:0009451]
Q9LJ64	cell wall organization [GO:0071555]; pollen tube growth [GO:0009860]
Q9LD57	galactolipid biosynthetic process [GO:0019375]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; positive regulation of oxidative phosphorylation [GO:1903862]; reductive pentose-phosphate cycle [GO:0019253]; response to cadmium ion [GO:0046686]; response to cold [GO:0009409]; thylakoid membrane organization [GO:0010027]
Q9SAH2	
Q9FF29	response to fungus [GO:0009620]
Q9T053	embryo development ending in seed dormancy [GO:0009793]; membrane lipid metabolic process [GO:0006643]; phosphatidylcholine metabolic process [GO:0046470]; phospholipid catabolic process [GO:0009395]; response to aluminum ion [GO:0010044]; response to oxidative stress [GO:0006979]
Q9FHN4	cell wall modification [GO:0042545]; pectin catabolic process [GO:0045490]
O82733	
O64479	cell wall modification [GO:0042545]; pectin catabolic process [GO:0045490]
A8MQA3	RNA modification [GO:0009451]
Q6NKX5	negative regulation of telomerase activity [GO:0051974]; regulation of telomere maintenance via telomerase [GO:0032210]; telomere capping [GO:0016233]; telomere maintenance [GO:0000723]
Q9ZUU3	response to cold [GO:0009409]
Q9FY75	potassium ion transport [GO:0006813]
Q9FG16	RNA modification [GO:0009451]
Q9LYQ4	vesicle-mediated transport [GO:0016192]
O23144	regulation of proton transport [GO:0010155]
Q2V3H0	
Q9SZL5	
Q9LSL9	
P0DKC0	regulation of proton transport [GO:0010155]
Q9LIC6	vesicle-mediated transport [GO:0016192]
Q8H0S9	peptide catabolic process [GO:0043171]; proteolysis [GO:0006508]
Q9SEI3	positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; ubiquitin-dependent ERAD pathway [GO:0030433]
Q8L4A7	defense response to bacterium [GO:0042742]; proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
B3H7A9	
Q3E9F5	regulation of cellular response to heat [GO:1900034]
O80742	regulation of seed germination [GO:0010029]
Q9LFN3	carbohydrate transport [GO:0008643]
O49722	purine nucleobase transport [GO:0006863]
Q9C552	auxin homeostasis [GO:0010252]; regulation of translation [GO:0006417]; response to glucose [GO:0009749]; response to sucrose [GO:0009744]
Q9FLF4	response to chitin [GO:0010200]
Q9LK18	regulation of translation [GO:0006417]
P0DN95	regulation of translation [GO:0006417]
Q9LS94	intracellular protein transport [GO:0006886]; late endosome to vacuole transport [GO:0045324]; Rab protein signal transduction [GO:0032482]; vacuole organization [GO:0007033]
P41916	protein import into nucleus [GO:0006606]; response to cadmium ion [GO:0046686]; ribosomal subunit export from nucleus [GO:0000054]
P19892	intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]
Q9CAR9	
Q9SRS5	intracellular protein transport [GO:0006886]; Rab protein signal transduction [GO:0032482]
Q9FPJ4	intracellular protein transport [GO:0006886]; pollen tube growth [GO:0009860]; Rab protein signal transduction [GO:0032482]; vesicle-mediated transport [GO:0016192]
Q9LM15	ethylene-activated signaling pathway [GO:0009873]; response to cold [GO:0009409]; response to fungus [GO:0009620]; response to osmotic stress [GO:0006970]; response to water deprivation [GO:0009414]
Q9ZWI7	protein retention in ER lumen [GO:0006621]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]
Q8H2D1	
Q9STF1	
O82189	production of siRNA involved in chromatin silencing by small RNA [GO:0070919]; production of siRNA involved in RNA interference [GO:0030422]
F4JBM4	
C0LGV1	regulation of root meristem growth [GO:0010082]; root meristem growth [GO:0010449]
Q94AU9	chaperone-mediated protein folding [GO:0061077]; response to cold [GO:0009409]; response to salt stress [GO:0009651]; response to water deprivation [GO:0009414]
O82239	circadian rhythm [GO:0007623]; flower development [GO:0009908]; negative regulation of gene expression [GO:0010629]; red, far-red light phototransduction [GO:0009585]; regulation of gene expression [GO:0010468]; regulation of photoperiodism, flowering [GO:2000028]; regulation of red or far-red light signaling pathway [GO:0090227]; response to far red light [GO:0010218]; response to red light [GO:0010114]
Q8W4Q5	endoplasmic reticulum unfolded protein response [GO:0030968]; plant-type hypersensitive response [GO:0009626]; positive regulation of plant-type hypersensitive response [GO:0034052]; protein K48-linked ubiquitination [GO:0070936]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent ERAD pathway [GO:0030433]; ubiquitin-dependent protein catabolic process [GO:0006511]
