Entry	Gene ontology (biological process)
O44510	enzyme active site formation via cysteine modification to L-cysteine persulfide [GO:0018192]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; protein modification by small protein conjugation [GO:0032446]; protein urmylation [GO:0032447]; tRNA wobble position uridine thiolation [GO:0002143]
P91137	
O16354	
Q9XX15	rRNA base methylation [GO:0070475]
Q9N4E9	embryo development ending in birth or egg hatching [GO:0009792]; meiotic cell cycle [GO:0051321]; protein localization to basolateral plasma membrane [GO:1903361]; regulation of dephosphorylation [GO:0035303]; regulation of signal transduction [GO:0009966]
O44199	chromosome organization involved in meiotic cell cycle [GO:0070192]; DNA duplex unwinding [GO:0032508]; DNA repair [GO:0006281]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; telomere capping [GO:0016233]; telomere maintenance via recombination [GO:0000722]; telomere maintenance via telomerase [GO:0007004]
O17732	gluconeogenesis [GO:0006094]; pyruvate metabolic process [GO:0006090]
P34295	chemosensory behavior [GO:0007635]; negative regulation of signal transduction [GO:0009968]; sensory perception of bitter taste [GO:0050913]
O45524	negative regulation of signal transduction [GO:0009968]
P34476	transcription, DNA-templated [GO:0006351]
P91318	maturation of 5.8S rRNA [GO:0000460]; maturation of LSU-rRNA [GO:0000470]
Q17856	
P34576	cell-matrix adhesion [GO:0007160]
P41828	molting cycle, collagen and cuticulin-based cuticle [GO:0018996]; positive regulation of transcription by RNA polymerase II [GO:0045944]
O45907	
Q95X91	
O01931	anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; regulation of transcription by RNA polymerase II [GO:0006357]; response to starvation [GO:0042594]
O17204	
P50444	cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; nonfunctional rRNA decay [GO:0070651]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; ribosome disassembly [GO:0032790]; RNA surveillance [GO:0071025]
Q20679	collagen biosynthetic process [GO:0032964]; peptidyl-lysine hydroxylation [GO:0017185]; protein glycosylation [GO:0006486]
O16368	negative regulation of gene expression [GO:0010629]; protein catabolic process [GO:0030163]
P53806	calcium-mediated signaling [GO:0019722]; negative regulation of phosphoprotein phosphatase activity [GO:0032515]; positive regulation of nematode male tail tip morphogenesis [GO:0110039]; regulation of calcineurin-NFAT signaling cascade [GO:0070884]; response to hermaphrodite contact [GO:0034606]; thermosensory behavior [GO:0040040]; vulval location [GO:0034608]
Q93538	amyloid fibril formation [GO:1990000]; autophagy [GO:0006914]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of GTPase activity [GO:0043547]; regulation of GTPase activity [GO:0043087]
Q22472	positive regulation of synaptic transmission, cholinergic [GO:0032224]; protein localization to cell surface [GO:0034394]; regulation of muscle contraction [GO:0006937]; synaptic transmission, cholinergic [GO:0007271]
P48156	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; translation [GO:0006412]
Q9NAP9	mitochondrial translation [GO:0032543]
P34748	translation [GO:0006412]
O62479	centriole replication [GO:0007099]; multicellular organism development [GO:0007275]; protein localization [GO:0008104]; regulation of cell cycle [GO:0051726]
Q23120	cell differentiation [GO:0030154]; gonadal mesoderm development [GO:0007506]; gonad development [GO:0008406]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA splicing, via spliceosome [GO:0000398]; nematode larval development [GO:0002119]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of growth rate [GO:0040009]; RNA splicing [GO:0008380]; spermatogenesis [GO:0007283]
A0A163UT06	methylation [GO:0032259]; regulation of gene expression [GO:0010468]
Q2PJ68	intracellular signal transduction [GO:0035556]; mesendoderm development [GO:0048382]; nematode larval development [GO:0002119]; peptidyl-serine phosphorylation [GO:0018105]; protein phosphorylation [GO:0006468]; regulation of protein localization to basolateral plasma membrane [GO:1904508]
Q95Q89	histone H3 deacetylation [GO:0070932]; negative regulation of transcription by RNA polymerase II [GO:0000122]; P granule assembly [GO:1903863]; protein deacetylation [GO:0006476]; response to heat [GO:0009408]
Q8T3B9	anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]; mesodermal cell fate specification [GO:0007501]; myoblast fate specification [GO:0048626]; positive regulation of embryonic development [GO:0040019]; positive regulation of mesodermal cell fate specification [GO:0048337]; positive regulation of oviposition [GO:1901046]; positive regulation of post-embryonic development [GO:0048582]; positive regulation of vulval development [GO:0040026]; regulation of transcription, DNA-templated [GO:0006355]
Q9U1W2	regulation of transcription by RNA polymerase II [GO:0006357]
Q18508	cell division [GO:0051301]; meiotic cell cycle [GO:0051321]; mitotic sister chromatid segregation [GO:0000070]; mRNA transport [GO:0051028]; nuclear pore complex assembly [GO:0051292]; protein transport [GO:0015031]
Q9N4F2	multicellular organism development [GO:0007275]; positive regulation of transcription by RNA polymerase II [GO:0045944]
U4PR86	apoptotic process [GO:0006915]; asymmetric neuroblast division [GO:0055059]; hemidesmosome assembly [GO:0031581]; intracellular signal transduction [GO:0035556]; negative regulation of apoptotic process involved in development [GO:1904746]; neuroblast development [GO:0014019]; positive regulation of apoptotic process [GO:0043065]; protein phosphorylation [GO:0006468]; regulation of cell adhesion [GO:0030155]
P34886	detection of mechanical stimulus involved in sensory perception of touch [GO:0050976]; mechanosensory behavior [GO:0007638]; positive regulation of detection of mechanical stimulus involved in sensory perception of touch [GO:1905789]; positive regulation of mechanosensory behavior [GO:1905792]; response to mechanical stimulus [GO:0009612]
Q23356	activation of protein kinase activity [GO:0032147]; body morphogenesis [GO:0010171]; dorsal/ventral axon guidance [GO:0033563]; nematode larval development [GO:0002119]; neuron projection morphogenesis [GO:0048812]; regulation of cell migration [GO:0030334]; regulation of mitotic cell cycle [GO:0007346]; regulation of synaptic transmission, GABAergic [GO:0032228]; reproduction [GO:0000003]; signal transduction by protein phosphorylation [GO:0023014]; stress-activated protein kinase signaling cascade [GO:0031098]
Q18206	molting cycle, collagen and cuticulin-based cuticle [GO:0018996]; multicellular organism development [GO:0007275]
Q17370	anatomical structure development [GO:0048856]; cell differentiation [GO:0030154]; regulation of transcription by RNA polymerase II [GO:0006357]
Q21701	regulation of transcription by RNA polymerase II [GO:0006357]
Q23316	cell fate commitment involved in pattern specification [GO:0060581]; embryonic morphogenesis [GO:0048598]; Notch receptor processing [GO:0007220]; Notch signaling pathway [GO:0007219]; oviposition [GO:0018991]; pharynx development [GO:0060465]; protein processing [GO:0016485]
O17931	
Q5ZEP9	positive regulation of transcription from RNA polymerase II promoter in response to iron [GO:0010723]; regulation of gene expression [GO:0010468]; regulation of transcription, DNA-templated [GO:0006355]; tissue development [GO:0009888]
O02305	
O02300	behavior [GO:0007610]
Q23571	fatty acid biosynthetic process [GO:0006633]; positive regulation of embryonic development [GO:0040019]; positive regulation of fatty acid biosynthetic process [GO:0045723]; positive regulation of nematode larval development [GO:0061063]; positive regulation of oviposition [GO:1901046]
O45924	branched-chain amino acid catabolic process [GO:0009083]; fatty acid biosynthetic process [GO:0006633]
P41933	negative adaptation of signaling pathway [GO:0022401]; positive chemotaxis [GO:0050918]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; sensory perception of smell [GO:0007608]
Q5WRU0	
P34329	cell redox homeostasis [GO:0045454]; endoplasmic reticulum unfolded protein response [GO:0030968]; protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976]
Q9XUV0	proteasomal protein catabolic process [GO:0010498]; proteasomal ubiquitin-independent protein catabolic process [GO:0010499]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
Q10949	phosphatidylethanolamine biosynthetic process [GO:0006646]; protein autoprocessing [GO:0016540]
Q17428	dolichol biosynthetic process [GO:0019408]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; dolichol metabolic process [GO:0019348]; polyprenol catabolic process [GO:0016095]
O17071	positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein stability [GO:0031647]; ubiquitin-dependent ERAD pathway [GO:0030433]
Q20585	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
U4PAZ9	cytoplasmic microtubule organization [GO:0031122]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule depolymerization [GO:0007026]; nematode larval development [GO:0002119]
P91134	'de novo' AMP biosynthetic process [GO:0044208]; IMP metabolic process [GO:0046040]
Q8MXS1	intracellular protein transport [GO:0006886]; lipid droplet organization [GO:0034389]; Rab protein signal transduction [GO:0032482]
O17607	box C/D snoRNP assembly [GO:0000492]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; nematode larval development [GO:0002119]; positive regulation of translation [GO:0045727]; regulation of transcription by RNA polymerase II [GO:0006357]; TOR signaling [GO:0031929]
Q93425	translation [GO:0006412]
Q18179	
Q9XXD4	cleavage involved in rRNA processing [GO:0000469]; maturation of LSU-rRNA [GO:0000470]; rRNA pseudouridine synthesis [GO:0031118]; snRNA pseudouridine synthesis [GO:0031120]
Q21691	olfactory learning [GO:0008355]; regulation of RNA interference [GO:1900368]; RNA import into nucleus [GO:0006404]; RNA interference [GO:0016246]
Q17905	regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]
Q22619	aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; response to drug [GO:0042493]
O16662	innate immune response [GO:0045087]
Q09314	anterior/posterior axis specification, embryo [GO:0008595]; mitotic cytokinesis [GO:0000281]
O01775	molting cycle [GO:0042303]; multicellular organism development [GO:0007275]; positive regulation of endocytosis [GO:0045807]
Q93459	cell projection organization [GO:0030030]; iron-sulfur cluster assembly [GO:0016226]; regulation of non-motile cilium assembly [GO:1902855]
Q17602	inhibition of cysteine-type endopeptidase activity involved in apoptotic process [GO:1990001]; mRNA transport [GO:0051028]; negative regulation of execution phase of apoptosis [GO:1900118]; protein import into nucleus [GO:0006606]; RNA export from nucleus [GO:0006405]
O02217	embryo development ending in birth or egg hatching [GO:0009792]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; protein localization to organelle [GO:0033365]
Q19351	chemical synaptic transmission [GO:0007268]; ion transmembrane transport [GO:0034220]; nervous system process [GO:0050877]; regulation of membrane potential [GO:0042391]; signal transduction [GO:0007165]
Q9GN62	asymmetric cell division [GO:0008356]; asymmetric neuroblast division [GO:0055059]; asymmetric protein localization involved in cell fate determination [GO:0045167]; cell differentiation [GO:0030154]; determination of adult lifespan [GO:0008340]; establishment of cell polarity [GO:0030010]; establishment or maintenance of cell polarity [GO:0007163]; intracellular signal transduction [GO:0035556]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of dauer larval development [GO:0061066]; positive regulation of locomotion [GO:0040017]; protein phosphorylation [GO:0006468]; regulation of actomyosin contractile ring contraction [GO:0031991]; response to oxidative stress [GO:0006979]
