Entry	Gene ontology (biological process)
Q99380	protein N-linked glycosylation [GO:0006487]
P33767	protein N-linked glycosylation [GO:0006487]; protein N-linked glycosylation via asparagine [GO:0018279]
P32833	chromatin silencing at telomere [GO:0006348]; DNA replication initiation [GO:0006270]; histone H3-K4 methylation [GO:0051568]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; silent mating-type cassette heterochromatin assembly [GO:0030466]
P40459	pantothenate biosynthetic process [GO:0015940]
P40335	intracellular protein transport [GO:0006886]; protein retention in Golgi apparatus [GO:0045053]; retrograde transport, endosome to Golgi [GO:0042147]
Q03306	cell wall integrity MAPK cascade [GO:0000196]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein phosphorylation [GO:0006468]
Q06216	glycogen biosynthetic process [GO:0005978]; regulation of glycogen biosynthetic process [GO:0005979]
Q06644	ER-associated misfolded protein catabolic process [GO:0071712]; protein O-linked mannosylation [GO:0035269]
P37012	carbohydrate metabolic process [GO:0005975]; cellular calcium ion homeostasis [GO:0006874]; cellular cation homeostasis [GO:0030003]; galactose catabolic process [GO:0019388]; glucose 1-phosphate metabolic process [GO:0019255]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glycogen biosynthetic process [GO:0005978]; trehalose biosynthetic process [GO:0005992]; UDP-glucose metabolic process [GO:0006011]
P46971	fungal-type cell wall organization [GO:0031505]; protein O-linked glycosylation [GO:0006493]; protein O-linked mannosylation [GO:0035269]; regulation of endoplasmic reticulum unfolded protein response [GO:1900101]
Q12017	actin cytoskeleton organization [GO:0030036]; negative regulation of chaperone-mediated protein folding [GO:1903645]; negative regulation of signal transduction [GO:0009968]; positive regulation of transcription from RNA polymerase II promoter by pheromones [GO:0007329]; protein folding [GO:0006457]; regulation of cell cycle [GO:0051726]
Q07799	actin filament organization [GO:0007015]; autophagy of mitochondrion [GO:0000422]; intracellular signal transduction [GO:0035556]
P33310	oligopeptide export from mitochondrion [GO:0090374]
P53051	disaccharide catabolic process [GO:0046352]; maltose catabolic process [GO:0000025]; oligosaccharide catabolic process [GO:0009313]; sucrose catabolic process [GO:0005987]
P53083	mitochondrial genome maintenance [GO:0000002]; mitochondrion-endoplasmic reticulum membrane tethering [GO:1990456]; mitochondrion organization [GO:0007005]; phospholipid transport [GO:0015914]
P24719	cellular response to oxidative stress [GO:0034599]; meiotic cell cycle [GO:0051321]; meiotic recombination checkpoint [GO:0051598]; protein phosphorylation [GO:0006468]
P40578	cellular response to cold [GO:0070417]; mRNA stabilization [GO:0048255]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to cobalt ion [GO:0061399]; positive regulation of transcription from RNA polymerase II promoter in response to hypoxia [GO:0061419]; positive regulation of transcription from RNA polymerase II promoter in response to iron ion starvation [GO:0036086]; silent mating-type cassette heterochromatin assembly [GO:0030466]
Q08176	mitochondrial outer membrane translocase complex assembly [GO:0070096]; protein insertion into mitochondrial outer membrane [GO:0045040]
P38286	fatty acid elongation [GO:0030497]; sphingolipid biosynthetic process [GO:0030148]; very long-chain fatty acid biosynthetic process [GO:0042761]
Q12083	meiotic mismatch repair [GO:0000710]; mismatch repair [GO:0006298]; reciprocal meiotic recombination [GO:0007131]
P39731	cell division [GO:0051301]; chromosome segregation [GO:0007059]; kinetochore assembly [GO:0051382]; mitotic sister chromatid segregation [GO:0000070]; protein localization to kinetochore [GO:0034501]
P0CX80	detoxification of cadmium ion [GO:0071585]; detoxification of copper ion [GO:0010273]; removal of superoxide radicals [GO:0019430]; response to copper ion [GO:0046688]
P38734	methionine import across plasma membrane [GO:1903692]
Q12387	cytoskeleton organization [GO:0007010]; mitochondrion inheritance [GO:0000001]; N-terminal peptidyl-methionine acetylation [GO:0017196]; regulation of actin cytoskeleton organization [GO:0032956]
P49954	asparagine metabolic process [GO:0006528]; cellular amide catabolic process [GO:0043605]; glutamine metabolic process [GO:0006541]; oxaloacetate metabolic process [GO:0006107]
P19262	2-oxoglutarate metabolic process [GO:0006103]; L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; tricarboxylic acid cycle [GO:0006099]
P54790	DNA replication initiation [GO:0006270]; pre-replicative complex assembly involved in nuclear cell cycle DNA replication [GO:0006267]; silent mating-type cassette heterochromatin assembly [GO:0030466]
P38881	cellular protein localization [GO:0034613]; nucleus-vacuole junction assembly [GO:0071562]; piecemeal microautophagy of the nucleus [GO:0034727]
Q12255	vacuole fusion, non-autophagic [GO:0042144]; vesicle fusion [GO:0006906]; vesicle-mediated transport [GO:0016192]
P32896	positive regulation of glycolytic fermentation to ethanol [GO:2001172]; positive regulation of thiamine biosynthetic process [GO:0090180]; positive regulation of transcription by RNA polymerase II [GO:0045944]
Q06149	positive regulation of transcription by RNA polymerase II [GO:0045944]; transcription, DNA-templated [GO:0006351]
P40975	positive regulation of ATPase activity [GO:0032781]
P28005	intronic box C/D snoRNA processing [GO:0034965]; nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]
P21264	'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase metabolic process [GO:0006144]; purine nucleotide biosynthetic process [GO:0006164]
P50109	
P38227	ascospore wall assembly [GO:0030476]; drug transmembrane transport [GO:0006855]; polyamine homeostasis [GO:0010509]; transmembrane transport [GO:0055085]
P00128	aerobic respiration [GO:0009060]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; mitochondrial respiratory chain complex III assembly [GO:0034551]
P22289	aerobic respiration [GO:0009060]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; mitochondrial respiratory chain complex III assembly [GO:0034551]
P06779	cellular protein localization [GO:0034613]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]
P25301	DNA recombinase assembly [GO:0000730]; heteroduplex formation [GO:0030491]; meiotic DNA recombinase assembly [GO:0000707]; mitotic recombination [GO:0006312]; response to ionizing radiation [GO:0010212]; strand invasion [GO:0042148]; telomere maintenance via recombination [GO:0000722]
P38086	DNA duplex unwinding [GO:0032508]; DNA geometric change [GO:0032392]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; double-strand break repair via homologous recombination [GO:0000724]; heteroduplex formation [GO:0030491]; meiotic sister chromatid segregation [GO:0045144]; reciprocal meiotic recombination [GO:0007131]
P33323	meiotic DNA double-strand break formation [GO:0042138]; reciprocal meiotic recombination [GO:0007131]
P41817	negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]
Q12091	regulation of ergosterol biosynthetic process [GO:0032443]
P36108	ATP export [GO:1904669]; endosome transport via multivesicular body sorting pathway [GO:0032509]; intralumenal vesicle formation [GO:0070676]; late endosome to vacuole transport [GO:0045324]; protein retention in Golgi apparatus [GO:0045053]; protein transport [GO:0015031]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]
P21182	pantothenate biosynthetic process [GO:0015940]; S-adenosylmethioninamine biosynthetic process [GO:0006557]; spermidine biosynthetic process [GO:0008295]; spermine biosynthetic process [GO:0006597]
P32462	ergosterol biosynthetic process [GO:0006696]; sterol biosynthetic process [GO:0016126]
P09201	fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; reactive oxygen species metabolic process [GO:0072593]; sucrose biosynthetic process [GO:0005986]
P16151	protein glycosylation [GO:0006486]; protein retention in ER lumen [GO:0006621]; protein transport [GO:0015031]
Q04991	
P53260	glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; mitochondrial translation [GO:0032543]
Q12209	cellular metal ion homeostasis [GO:0006875]; oxidation-reduction process [GO:0055114]; reductive iron assimilation [GO:0033215]
P41818	chromosome segregation [GO:0007059]; glycogen biosynthetic process [GO:0005978]; regulation of phosphoprotein phosphatase activity [GO:0043666]; regulation of signal transduction [GO:0009966]
Q03330	chromatin organization [GO:0006325]; chromatin remodeling [GO:0006338]; histone acetylation [GO:0016573]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; replicative cell aging [GO:0001302]
P15442	cellular response to amino acid starvation [GO:0034198]; cellular response to benomyl [GO:0072755]; cellular response to histidine [GO:0071232]; cellular response to hydrogen peroxide [GO:0070301]; cellular stress response to acidic pH [GO:1990451]; DNA damage checkpoint [GO:0000077]; negative regulation of protein kinase activity by protein phosphorylation [GO:0100002]; negative regulation of TORC1 signaling [GO:1904262]; positive regulation of cellular response to amino acid starvation [GO:1903833]; positive regulation of macroautophagy [GO:0016239]; positive regulation of translational initiation in response to starvation [GO:0071264]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of eIF2 alpha phosphorylation by amino acid starvation [GO:0060733]; regulation of translational initiation [GO:0006446]; translation [GO:0006412]
P41911	glycerol-3-phosphate catabolic process [GO:0046168]; glycerol-3-phosphate metabolic process [GO:0006072]; glycerol metabolic process [GO:0006071]; NADH oxidation [GO:0006116]
P53839	glyoxylate catabolic process [GO:0009436]
Q03554	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]; retrograde transport, endosome to Golgi [GO:0042147]
P39982	
P07172	histidine biosynthetic process [GO:0000105]
P51979	DNA unwinding involved in DNA replication [GO:0006268]; meiotic cell cycle [GO:0051321]; protein localization to site of double-strand break [GO:1990166]; reciprocal meiotic recombination [GO:0007131]; synapsis [GO:0007129]
Q99181	mRNA splicing, via spliceosome [GO:0000398]
P04806	cellular glucose homeostasis [GO:0001678]; fructose import [GO:0032445]; fructose metabolic process [GO:0006000]; glucose 6-phosphate metabolic process [GO:0051156]; glucose import [GO:0046323]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]; mannose metabolic process [GO:0006013]
P38922	nuclear mRNA surveillance [GO:0071028]; poly(A)+ mRNA export from nucleus [GO:0016973]; regulation of mRNA stability involved in response to oxidative stress [GO:2000815]
P43581	carbohydrate import across plasma membrane [GO:0098704]; glucose import [GO:0046323]; hexose transmembrane transport [GO:0008645]
P38800	intracellular sterol transport [GO:0032366]
Q04087	homologous chromosome segregation [GO:0045143]; monopolar spindle attachment to meiosis I kinetochore [GO:0051455]; protein localization to nucleolar rDNA repeats [GO:0034503]; rDNA condensation [GO:0070550]; rDNA heterochromatin assembly [GO:0000183]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]
P31379	ascospore wall assembly [GO:0030476]
P53944	translational readthrough [GO:0006451]
P53214	cellular response to glucose starvation [GO:0042149]; cellular response to oxidative stress [GO:0034599]; fungal-type cell wall organization [GO:0031505]; protein catabolic process in the vacuole [GO:0007039]
P53919	box H/ACA snoRNP assembly [GO:0000493]; pseudouridine synthesis [GO:0001522]; ribosome biogenesis [GO:0042254]; rRNA processing [GO:0006364]
Q08208	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]
P32831	3'-UTR-mediated mRNA destabilization [GO:0061158]; mitochondrion organization [GO:0007005]; mRNA processing [GO:0006397]; regulation of RNA metabolic process [GO:0051252]
P40447	nitrogen compound metabolic process [GO:0006807]
P47035	negative regulation of exit from mitosis [GO:0001100]; negative regulation of septation initiation signaling [GO:0031030]; nucleolus organization [GO:0007000]; positive regulation of protein localization to nucleolus [GO:1904751]; rDNA heterochromatin assembly [GO:0000183]
P53224	cellular sphingolipid homeostasis [GO:0090156]; ceramide metabolic process [GO:0006672]; negative regulation of ceramide biosynthetic process [GO:1900060]; negative regulation of sphingolipid biosynthetic process [GO:0090155]; response to unfolded protein [GO:0006986]
P36023	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]
